date,air-density_land-wtd,air-density_pop-wtd,cloud-cover_land-wtd,cloud-cover_pop-wtd,humidity_land-wtd,humidity_pop-wtd,irradiance-surface_land-wtd,irradiance-surface_pop-wtd,irradiance-toa_land-wtd,irradiance-toa_pop-wtd,precipitation_land-wtd,precipitation_pop-wtd,temperature_land-wtd,temperature_pop-wtd,wind-speed_land-wtd,wind-speed_pop-wtd
1/17/1980 9:00,1.122,1.133,0.84,0.817,0.01,0.01,263.416,274.958,432.673,442.993,0,0,30.273,32.001,1.435,1.635
1/17/1980 10:00,1.125,1.136,0.847,0.849,0.011,0.011,59.479,64.499,127.624,134.671,0,0,27.79,29.782,0.984,1.251
1/17/1980 11:00,1.129,1.14,0.852,0.871,0.011,0.011,0.137,0.13,0.546,0.532,0,0,25.767,27.654,1.124,1.433
1/17/1980 12:00,1.133,1.145,0.857,0.88,0.011,0.011,0,0,0,0,0,0,24.759,26.628,1.389,1.768
1/17/1980 13:00,1.138,1.15,0.86,0.878,0.011,0.011,0,0,0,0,0,0,23.841,25.728,1.579,1.977
1/17/1980 14:00,1.143,1.154,0.858,0.876,0.011,0.012,0,0,0,0,0,0,22.952,24.858,1.685,2.081
1/17/1980 15:00,1.146,1.158,0.862,0.877,0.011,0.012,0,0,0,0,0,0,22.163,24.051,1.748,2.074
1/17/1980 16:00,1.15,1.161,0.863,0.878,0.011,0.013,0,0,0,0,0,0,21.49,23.361,1.782,2.017
1/17/1980 17:00,1.152,1.163,0.862,0.877,0.011,0.013,0,0,0,0,0,0,20.881,22.737,1.78,1.924
1/17/1980 18:00,1.154,1.165,0.87,0.883,0.011,0.013,0,0,0,0,0,0,20.322,22.16,1.767,1.833
1/17/1980 19:00,1.156,1.166,0.889,0.899,0.011,0.013,0,0,0,0,0,0,19.784,21.638,1.728,1.732
1/17/1980 20:00,1.158,1.168,0.903,0.913,0.011,0.013,0,0,0,0,0,0,19.257,21.214,1.688,1.604
1/17/1980 21:00,1.16,1.17,0.867,0.893,0.011,0.013,0,0,0,0,0,0,18.773,20.812,1.622,1.452
1/17/1980 22:00,1.163,1.173,0.773,0.837,0.011,0.013,0,0,0,0,0,0,18.366,20.36,1.584,1.477
1/17/1980 23:00,1.165,1.176,0.659,0.757,0.011,0.012,8.445,8.919,22.978,24.659,0,0,18.087,20.052,1.637,1.742
1/18/1980 0:00,1.165,1.176,0.569,0.656,0.011,0.012,145.202,152.906,271.515,281.407,0,0,19.463,21.611,2.322,2.779
1/18/1980 1:00,1.161,1.171,0.52,0.51,0.011,0.012,367.042,377.617,568.004,579.263,0.001,0.001,22.061,24.228,2.77,3.404
1/18/1980 2:00,1.153,1.163,0.549,0.42,0.011,0.011,578.885,589.555,817.017,829.412,0.001,0.001,24.967,26.893,2.817,3.519
1/18/1980 3:00,1.145,1.156,0.6,0.428,0.011,0.011,740.961,751.972,1001.521,1014.754,0.001,0.001,27.406,29.087,2.692,3.355
1/18/1980 4:00,1.138,1.15,0.66,0.493,0.011,0.011,835.434,847.379,1108.933,1122.636,0.002,0.001,29.202,30.763,2.495,3.087
1/18/1980 5:00,1.133,1.145,0.72,0.58,0.011,0.011,854.253,867.757,1132.007,1145.693,0.003,0.002,30.386,31.903,2.29,2.798
1/18/1980 6:00,1.128,1.141,0.745,0.645,0.01,0.011,795.736,811.504,1069.078,1082.452,0.004,0.003,30.99,32.519,2.111,2.537
1/18/1980 7:00,1.126,1.138,0.743,0.674,0.01,0.01,667.911,683.484,924.454,937.105,0.004,0.003,31.074,32.636,1.976,2.322
1/18/1980 8:00,1.125,1.137,0.702,0.656,0.01,0.01,483.179,497.997,708.025,719.609,0.004,0.002,30.671,32.293,1.888,2.176
1/18/1980 9:00,1.126,1.137,0.662,0.63,0.01,0.01,260.175,273.743,434.495,444.734,0.002,0.002,29.699,31.414,1.787,2.063
1/18/1980 10:00,1.128,1.14,0.657,0.643,0.011,0.011,58.276,64.166,128.884,135.899,0.001,0.001,27.193,29.142,1.124,1.391
1/18/1980 11:00,1.132,1.143,0.658,0.677,0.011,0.011,0.142,0.142,0.564,0.546,0.001,0.001,24.993,26.868,1.116,1.333
1/18/1980 12:00,1.136,1.147,0.609,0.676,0.011,0.011,0,0,0,0,0.001,0.001,24.06,26.004,1.243,1.475
1/18/1980 13:00,1.14,1.151,0.548,0.661,0.011,0.011,0,0,0,0,0.001,0.001,23.264,25.214,1.36,1.549
1/18/1980 14:00,1.144,1.155,0.518,0.666,0.011,0.011,0,0,0,0,0.001,0.001,22.532,24.471,1.456,1.569
1/18/1980 15:00,1.147,1.159,0.537,0.698,0.011,0.011,0,0,0,0,0.002,0.001,21.854,23.763,1.485,1.544
1/18/1980 16:00,1.15,1.161,0.591,0.734,0.011,0.011,0,0,0,0,0.002,0.002,21.218,23.104,1.465,1.488
1/18/1980 17:00,1.152,1.164,0.699,0.797,0.011,0.011,0,0,0,0,0.003,0.002,20.628,22.496,1.428,1.424
1/18/1980 18:00,1.155,1.166,0.815,0.865,0.011,0.012,0,0,0,0,0.003,0.002,20.074,21.928,1.39,1.368
1/18/1980 19:00,1.157,1.168,0.878,0.896,0.011,0.012,0,0,0,0,0.003,0.003,19.539,21.387,1.368,1.326
1/18/1980 20:00,1.159,1.17,0.901,0.901,0.011,0.012,0,0,0,0,0.003,0.003,19.015,20.88,1.362,1.305
1/18/1980 21:00,1.161,1.172,0.858,0.806,0.011,0.012,0,0,0,0,0.003,0.003,18.536,20.413,1.362,1.328
1/18/1980 22:00,1.163,1.175,0.761,0.616,0.011,0.011,0,0,0,0,0.002,0.002,18.119,19.985,1.367,1.399
1/18/1980 23:00,1.166,1.178,0.724,0.533,0.011,0.011,8.658,9.011,23.447,25.142,0.002,0.002,17.841,19.613,1.413,1.516
1/19/1980 0:00,1.166,1.179,0.72,0.536,0.011,0.011,147.401,154.601,273.18,282.999,0.001,0.001,19.365,21.227,2.01,2.293
1/19/1980 1:00,1.161,1.172,0.667,0.516,0.011,0.011,367.568,379.568,570.035,581.249,0.001,0.001,22.216,24.135,2.361,2.788
1/19/1980 2:00,1.152,1.163,0.599,0.444,0.011,0.011,572.557,587.757,819.317,831.662,0.001,0.001,25.341,27.269,2.416,3.044
1/19/1980 3:00,1.144,1.156,0.608,0.498,0.011,0.011,726.959,745.718,1004.04,1017.188,0.001,0.001,27.766,29.566,2.306,2.964
1/19/1980 4:00,1.138,1.15,0.618,0.521,0.01,0.01,815.752,837.345,1111.605,1125.22,0.001,0.001,29.386,31.097,2.205,2.808
1/19/1980 5:00,1.133,1.145,0.601,0.461,0.01,0.01,827.901,853.217,1134.672,1148.341,0.001,0.001,30.397,32.079,2.124,2.671
1/19/1980 6:00,1.129,1.141,0.568,0.406,0.01,0.01,764.177,793.359,1071.668,1084.97,0.001,0.001,30.898,32.591,2.053,2.555
1/19/1980 7:00,1.126,1.138,0.528,0.379,0.01,0.01,637.878,667.157,926.917,939.464,0,0,30.938,32.658,1.992,2.456
1/19/1980 8:00,1.125,1.137,0.489,0.353,0.01,0.01,460.094,484.909,710.203,721.692,0,0,30.535,32.291,1.946,2.391
1/19/1980 9:00,1.126,1.137,0.466,0.346,0.01,0.01,250.184,266.671,436.375,446.55,0,0,29.563,31.394,1.795,2.224
1/19/1980 10:00,1.128,1.139,0.443,0.327,0.011,0.01,56.751,62.784,130.188,137.181,0,0,27.139,29.102,1.065,1.33
1/19/1980 11:00,1.132,1.143,0.41,0.295,0.011,0.01,0.14,0.132,0.583,0.562,0,0,25.026,26.796,1.036,1.165
1/19/1980 12:00,1.136,1.147,0.369,0.271,0.011,0.01,0,0,0,0,0,0,24.084,25.928,1.145,1.263
1/19/1980 13:00,1.14,1.151,0.328,0.263,0.011,0.01,0,0,0,0,0,0,23.22,25.072,1.24,1.354
1/19/1980 14:00,1.143,1.155,0.331,0.288,0.011,0.01,0,0,0,0,0,0,22.434,24.288,1.307,1.421
1/19/1980 15:00,1.146,1.158,0.355,0.342,0.011,0.01,0,0,0,0,0.001,0.001,21.769,23.571,1.379,1.487
1/19/1980 16:00,1.149,1.161,0.413,0.443,0.011,0.01,0,0,0,0,0.001,0.001,21.184,22.941,1.45,1.555
1/19/1980 17:00,1.151,1.163,0.476,0.547,0.011,0.01,0,0,0,0,0.001,0.001,20.66,22.372,1.5,1.608
1/19/1980 18:00,1.153,1.165,0.517,0.643,0.011,0.01,0,0,0,0,0.001,0.001,20.186,21.845,1.531,1.653
1/19/1980 19:00,1.155,1.167,0.545,0.704,0.011,0.01,0,0,0,0,0.001,0.001,19.744,21.349,1.554,1.699
1/19/1980 20:00,1.157,1.169,0.555,0.713,0.011,0.01,0,0,0,0,0.001,0.001,19.354,20.896,1.573,1.75
1/19/1980 21:00,1.159,1.172,0.536,0.702,0.011,0.01,0,0,0,0,0.001,0.001,19.011,20.505,1.559,1.786
1/19/1980 22:00,1.161,1.174,0.514,0.691,0.011,0.01,0,0,0,0,0.001,0.001,18.683,20.158,1.543,1.833
1/19/1980 23:00,1.163,1.176,0.466,0.66,0.011,0.011,8.662,8.993,23.936,25.647,0.001,0.001,18.425,19.917,1.583,1.954
1/20/1980 0:00,1.163,1.177,0.395,0.604,0.011,0.011,149.351,151.269,274.897,284.635,0.001,0.001,19.91,21.57,2.109,2.729
1/20/1980 1:00,1.157,1.17,0.346,0.53,0.011,0.011,376.447,380.506,572.105,583.225,0.001,0.001,22.811,24.519,2.443,3.092
1/20/1980 2:00,1.148,1.159,0.327,0.44,0.01,0.01,589.694,598.301,821.676,833.944,0.001,0.002,26.13,28.031,2.646,3.47
1/20/1980 3:00,1.14,1.152,0.31,0.376,0.01,0.01,752.118,762.432,1006.604,1019.715,0.001,0.002,28.554,30.315,2.557,3.303
1/20/1980 4:00,1.134,1.146,0.316,0.339,0.01,0.01,845.833,858.252,1114.328,1127.893,0.001,0.002,30.016,31.692,2.364,2.984
1/20/1980 5:00,1.13,1.142,0.356,0.312,0.01,0.01,863.19,877.666,1137.393,1151.017,0.001,0.002,30.941,32.574,2.157,2.662
1/20/1980 6:00,1.126,1.138,0.429,0.319,0.01,0.009,802.621,819.996,1074.336,1087.559,0.001,0.002,31.399,33.024,1.954,2.368
1/20/1980 7:00,1.123,1.135,0.472,0.343,0.009,0.009,673.632,692.009,929.406,941.915,0.001,0.001,31.41,33.058,1.782,2.126
1/20/1980 8:00,1.122,1.134,0.448,0.32,0.009,0.009,485.613,502.699,712.473,723.912,0,0.001,30.985,32.666,1.66,1.964
1/20/1980 9:00,1.123,1.135,0.402,0.288,0.009,0.009,267.905,280.026,438.299,448.389,0,0.001,30.028,31.771,1.517,1.778
1/20/1980 10:00,1.125,1.137,0.364,0.27,0.011,0.01,60.918,66.242,131.536,138.498,0,0.001,27.56,29.431,0.919,1.094
1/20/1980 11:00,1.129,1.141,0.319,0.259,0.01,0.01,0.151,0.143,0.604,0.579,0,0,25.355,27.088,0.978,1.11
1/20/1980 12:00,1.133,1.145,0.274,0.236,0.01,0.01,0,0,0,0,0,0,24.32,26.164,1.101,1.233
1/20/1980 13:00,1.137,1.149,0.246,0.221,0.01,0.01,0,0,0,0,0,0,23.419,25.342,1.21,1.354
1/20/1980 14:00,1.141,1.153,0.229,0.215,0.01,0.011,0,0,0,0,0,0,22.599,24.55,1.298,1.429
1/20/1980 15:00,1.144,1.156,0.258,0.236,0.01,0.011,0,0,0,0,0,0,21.859,23.791,1.361,1.462
1/20/1980 16:00,1.147,1.159,0.307,0.277,0.01,0.011,0,0,0,0,0,0.001,21.205,23.107,1.408,1.471
1/20/1980 17:00,1.15,1.161,0.338,0.311,0.011,0.011,0,0,0,0,0,0.001,20.604,22.493,1.418,1.444
1/20/1980 18:00,1.152,1.164,0.361,0.401,0.011,0.011,0,0,0,0,0,0.001,20.042,21.958,1.422,1.407
1/20/1980 19:00,1.154,1.166,0.345,0.456,0.011,0.011,0,0,0,0,0,0.001,19.534,21.483,1.433,1.361
1/20/1980 20:00,1.156,1.168,0.297,0.482,0.011,0.011,0,0,0,0,0,0,19.06,20.997,1.443,1.337
1/20/1980 21:00,1.159,1.17,0.284,0.473,0.011,0.011,0,0,0,0,0,0,18.6,20.506,1.394,1.365
1/20/1980 22:00,1.161,1.173,0.259,0.426,0.011,0.011,0,0,0,0,0,0,18.147,20.001,1.327,1.35
1/20/1980 23:00,1.164,1.175,0.214,0.36,0.011,0.011,9.473,9.902,24.446,26.172,0,0,17.824,19.633,1.331,1.406
1/21/1980 0:00,1.164,1.176,0.204,0.292,0.011,0.011,157.925,163.873,276.661,286.338,0,0,19.399,21.33,1.841,2.055
1/21/1980 1:00,1.158,1.169,0.214,0.286,0.011,0.011,388.285,396.279,574.228,585.273,0,0,22.417,24.32,1.954,2.252
1/21/1980 2:00,1.148,1.159,0.238,0.25,0.01,0.01,600.231,609.232,824.094,836.276,0,0,25.937,27.865,1.891,2.37
1/21/1980 3:00,1.139,1.151,0.273,0.23,0.01,0.01,760.677,771.362,1009.264,1022.288,0,0,28.491,30.214,1.728,2.209
1/21/1980 4:00,1.134,1.146,0.316,0.248,0.01,0.009,854.45,866.217,1117.079,1130.542,0,0,29.997,31.601,1.665,2.107
1/21/1980 5:00,1.129,1.142,0.35,0.258,0.009,0.009,870.381,884.498,1140.222,1153.707,0,0,30.954,32.508,1.649,2.034
1/21/1980 6:00,1.125,1.138,0.385,0.272,0.009,0.009,812.397,827.817,1077.087,1090.271,0,0,31.451,33.004,1.631,1.95
1/21/1980 7:00,1.123,1.135,0.434,0.299,0.009,0.009,683.955,699.865,931.971,944.387,0,0,31.49,33.071,1.608,1.87
1/21/1980 8:00,1.122,1.134,0.479,0.325,0.009,0.009,496.325,511.807,714.768,726.143,0,0,31.057,32.681,1.593,1.831
1/21/1980 9:00,1.122,1.134,0.506,0.342,0.009,0.009,274.245,286.507,440.274,450.288,0,0,30.075,31.768,1.523,1.745
1/21/1980 10:00,1.125,1.137,0.511,0.349,0.01,0.01,64.337,69.844,132.928,139.867,0,0,27.594,29.384,0.954,1.128
1/21/1980 11:00,1.129,1.141,0.472,0.342,0.01,0.01,0.158,0.155,0.626,0.596,0,0,25.35,27.029,1.033,1.165
1/21/1980 12:00,1.133,1.145,0.411,0.335,0.01,0.01,0,0,0,0,0,0,24.305,26.101,1.23,1.342
1/21/1980 13:00,1.138,1.149,0.402,0.373,0.01,0.01,0,0,0,0,0,0,23.413,25.269,1.42,1.491
1/21/1980 14:00,1.142,1.153,0.433,0.468,0.01,0.01,0,0,0,0,0,0,22.618,24.484,1.576,1.604
1/21/1980 15:00,1.145,1.157,0.447,0.591,0.01,0.01,0,0,0,0,0,0,21.877,23.737,1.651,1.656
1/21/1980 16:00,1.148,1.159,0.466,0.683,0.01,0.011,0,0,0,0,0,0,21.203,23.021,1.688,1.679
1/21/1980 17:00,1.151,1.162,0.474,0.696,0.01,0.011,0,0,0,0,0,0,20.572,22.353,1.686,1.667
1/21/1980 18:00,1.153,1.164,0.468,0.688,0.01,0.011,0,0,0,0,0,0,19.965,21.751,1.659,1.615
1/21/1980 19:00,1.156,1.166,0.443,0.654,0.01,0.011,0,0,0,0,0,0,19.426,21.217,1.64,1.545
1/21/1980 20:00,1.158,1.169,0.402,0.605,0.01,0.011,0,0,0,0,0,0,18.931,20.752,1.622,1.474
1/21/1980 21:00,1.16,1.171,0.367,0.568,0.01,0.011,0,0,0,0,0,0,18.488,20.3,1.583,1.457
1/21/1980 22:00,1.163,1.174,0.334,0.467,0.01,0.011,0,0,0,0,0,0,18.096,19.838,1.585,1.539
1/21/1980 23:00,1.165,1.177,0.297,0.414,0.01,0.011,9.586,10.172,24.977,26.716,0,0,17.784,19.449,1.598,1.683
1/22/1980 0:00,1.165,1.177,0.263,0.347,0.01,0.011,158.186,165.07,278.471,288.066,0,0,19.202,21.091,2.269,2.611
1/22/1980 1:00,1.16,1.171,0.219,0.259,0.01,0.011,387.311,395.659,576.394,587.346,0,0,21.922,23.868,2.698,3.208
1/22/1980 2:00,1.151,1.163,0.198,0.234,0.01,0.01,598.911,608.163,826.586,838.694,0,0,24.945,26.799,2.68,3.298
1/22/1980 3:00,1.143,1.155,0.2,0.228,0.01,0.01,760.553,771.351,1011.977,1024.907,0,0,27.434,29.221,2.478,3.104
1/22/1980 4:00,1.137,1.149,0.196,0.21,0.01,0.01,855.024,866.631,1119.912,1133.303,0.001,0.001,29.166,30.881,2.215,2.751
1/22/1980 5:00,1.132,1.144,0.192,0.197,0.01,0.01,874.025,886.835,1143.08,1156.562,0.001,0.001,30.268,31.913,1.985,2.403
